,carat,price,cut_Ideal,cut_Premium,color_E,clarity_I1,clarity_SI2,size
15602,0.6161519645080696,6259,1,0,0,0,0,0.5201427483085916
15603,0.5106682569493985,6260,1,0,1,0,0,0.3502442129775335
15604,1.2279574683483612,6260,1,0,0,0,0,1.971144273321969
15605,1.2068607268366276,6260,0,1,0,0,1,1.6501344961397115
15606,1.059183536254488,6261,0,1,0,0,1,1.3160850381892104
15607,0.8693128626488799,6261,0,1,1,0,0,1.0752827705643806
15608,0.8693128626488799,6261,0,1,1,0,0,0.7629671040962507
15609,1.5655053325361088,6261,0,0,1,1,0,2.835836747823943
15610,0.8693128626488799,6261,1,0,0,0,0,0.8413700757023295
15611,0.4262812909024616,6261,1,0,1,0,0,0.2007525916098648
15612,0.5739584814846012,6262,0,0,0,0,0,0.3851116368618519
15613,0.6794421890432724,6262,0,0,0,0,0,0.5286520152993033
15614,0.4262812909024616,6263,0,0,0,0,0,0.20437383497124362
15615,1.0802802777662222,6263,0,0,0,0,1,1.3370491619266696
15616,0.46847477392593007,6264,1,0,0,0,0,0.24744413563108972
15617,0.4473780324141958,6265,0,0,1,0,0,0.2046605438428403
15618,1.5022151080009063,6266,0,0,0,0,0,2.715398526304325
15619,1.5022151080009063,6266,0,1,0,0,1,2.980311188980064
15620,0.4262812909024616,6267,0,0,0,0,0,0.17262828204181296
15621,0.4473780324141958,6267,0,0,0,0,0,0.23440077544179258
15622,0.4473780324141958,6268,0,0,1,0,0,0.23150342904371396
15623,0.4262812909024616,6268,0,0,1,0,0,0.2110890982481009
15624,0.4473780324141958,6270,0,0,0,0,0,0.1922748114380338
15625,0.4473780324141958,6270,0,0,0,0,0,0.21098627051903432
15626,0.4473780324141958,6271,0,0,0,0,0,0.22854543302242933
15627,0.4473780324141958,6271,0,1,0,0,0,0.21468276097493577
15628,0.4473780324141958,6271,0,1,0,0,0,0.23665796175636808
15629,0.4473780324141958,6271,0,1,0,0,0,0.17231664509287756
15630,0.4473780324141958,6271,0,1,0,0,0,0.1528007756893257
15631,0.4473780324141958,6271,0,0,0,0,0,0.20238324364548543
15632,0.4473780324141958,6271,0,0,0,0,0,0.18671204441726724
15633,0.4473780324141958,6271,0,1,0,0,0,0.15697752739447127
15634,0.4473780324141958,6271,0,0,0,0,0,0.22412517914373842
15635,0.4473780324141958,6271,0,1,0,0,0,0.15599392348112365
15636,0.4473780324141958,6271,0,1,0,0,0,0.24241083987346
15637,0.4473780324141958,6271,1,0,0,0,0,0.22309525993554094
15638,0.4473780324141958,6271,0,1,0,0,0,0.24133248442906777
15639,0.4262812909024616,6272,0,1,1,0,0,0.13033127304357123
15640,0.8060226381136772,6272,1,0,0,0,0,0.8339596133597086
15641,0.4262812909024616,6272,0,1,0,0,0,0.22639805537985408
15642,1.6920857816065142,6272,0,0,0,0,1,3.4450170584820174
15643,0.4262812909024616,6272,0,0,1,0,0,0.16135722308049844
15644,0.4262812909024616,6272,1,0,0,0,0,0.22192531279514624
15645,0.4262812909024616,6272,0,1,0,0,0,0.1412717790138442
15646,0.4262812909024616,6272,0,0,1,0,0,0.1315928224330532
15647,0.4262812909024616,6272,0,1,1,0,0,0.15461024159156708
15648,0.5739584814846012,6274,0,0,0,0,0,0.35145862984527076
15649,0.5739584814846012,6274,0,1,0,0,0,0.36831407559600643
15650,0.8271193796254115,6275,1,0,0,0,0,0.8171489295582258
15651,0.4262812909024616,6275,0,0,1,0,0,0.19906348301257257
15652,0.9747965702075511,6277,1,0,0,0,1,1.156664121459951
15653,1.5655053325361088,6278,0,1,0,0,1,2.8999245849010515
15654,0.8904096041606141,6278,0,0,0,0,0,0.8564697643727742
15655,0.5106682569493985,6278,0,1,0,0,0,0.31752348044060535
15656,0.5106682569493985,6278,0,1,0,0,0,0.33900000649426876
15657,1.1857639853248934,6279,0,0,0,0,1,1.8023415452536917
15658,0.5317649984611327,6279,1,0,0,0,0,0.3304663201629801
15659,0.8693128626488799,6279,1,0,0,0,0,0.967280292488758
15660,0.4262812909024616,6279,0,0,1,0,0,0.16398462148966278
15661,1.0380867947427537,6279,0,1,0,0,0,1.4177161700568768
15662,1.1646672438131591,6281,1,0,0,0,0,1.6327353106377358
15663,0.8482161211371456,6282,0,1,0,0,0,0.9247600282946965
15664,0.4262812909024616,6283,0,0,0,0,0,0.17160913608931325
15665,1.1013770192779564,6283,0,1,0,0,0,1.4926373274953724
15666,0.4473780324141958,6283,0,0,0,0,0,0.17366731947741584
15667,0.6372487060198039,6284,0,1,0,0,0,0.413746736440448
15668,0.4262812909024616,6285,0,0,1,0,0,0.14663457347257267
15669,0.4262812909024616,6285,0,0,1,0,0,0.17315888323444958
15670,0.8060226381136772,6286,0,0,0,0,0,0.8136228632363071
15671,0.5106682569493985,6286,1,0,0,0,0,0.2788376309119735
15672,0.5106682569493985,6286,1,0,0,0,0,0.3824843202222534
15673,0.4473780324141958,6288,0,0,0,0,0,0.24891298101285927
15674,0.4473780324141958,6288,0,0,0,0,0,0.23174850667360872
15675,0.4473780324141958,6288,0,0,0,0,0,0.20634697102751084
15676,0.9115063456723483,6288,1,0,1,0,1,1.2096695844405372
15677,1.1013770192779564,6288,1,0,0,0,0,1.3953658027982871
15678,0.6161519645080696,6288,1,0,0,0,0,0.42477191319373764
15679,0.4473780324141958,6288,0,0,0,0,0,0.13762275853777414
15680,0.4473780324141958,6288,0,0,0,0,0,0.14244957242829784
15681,0.8904096041606141,6288,0,1,0,0,0,0.8615503932728619
15682,0.21531387578511957,6289,0,0,1,0,0,0.031769051104920794
15683,0.4473780324141958,6289,0,0,0,0,0,0.180113255964038
15684,3.5696957761508594,6289,0,0,0,1,0,13.073178395379097
15685,0.9115063456723483,6289,1,0,0,0,1,1.2352007419302935
15686,0.9115063456723483,6289,1,0,0,0,1,0.9908000082786552
15687,1.059183536254488,6290,0,0,0,0,0,1.1570106874909645
15688,0.5106682569493985,6290,1,0,0,0,0,0.3119741106099084
15689,0.5106682569493985,6290,0,1,0,0,0,0.27920615230699325
15690,-1.0715873564306673,607,1,0,0,0,0,-2.106770078531952
15691,-1.0715873564306673,607,1,0,0,0,0,-1.9005305102657954
15692,-1.0715873564306673,607,1,0,0,0,0,-2.2494483529798535
15693,-0.9239101658485277,607,1,0,0,0,0,-1.0147577294618535
15694,-1.0715873564306673,607,1,0,0,0,0,-2.023276837192485
15695,-1.0715873564306673,607,1,0,0,0,0,-2.0795000823676544
15696,-1.0715873564306673,607,1,0,0,0,0,-2.2347264187192954
15697,-0.9450069073602619,607,1,0,0,0,0,-1.0472458052913627
15698,-1.0715873564306673,607,1,0,0,0,0,-2.1177243662355107
15699,-1.0715873564306673,607,1,0,0,0,0,-2.0425933350845207
15700,-1.0715873564306673,607,1,0,0,0,0,-2.0889653455128556
15701,-0.9661036488719961,607,1,0,0,0,0,-1.2178516792350405
15702,-1.0293938734071988,607,0,0,0,0,0,-1.8517507162285618
15703,-1.1770710639893383,608,0,0,0,0,0,-3.415314086546018
15704,-1.1770710639893383,608,0,0,0,0,0,-3.6576551001735322
15705,-1.1770710639893383,608,0,0,0,0,0,-3.4101436724889096
15706,-1.1770710639893383,608,0,0,1,0,0,-3.673343644289237
15707,-1.1770710639893383,608,0,0,1,0,0,-3.618232166584778
15708,-1.1770710639893383,608,0,0,0,0,0,-3.5771801451970964
15709,-1.1770710639893383,608,0,0,0,0,0,-3.522964207195472
15710,-1.1770710639893383,608,0,0,0,0,0,-3.3697347043586103
15711,-1.1770710639893383,608,0,0,0,0,0,-3.4826479180926717
15712,-0.9028134243367935,608,0,0,0,0,0,-1.0539043751344908
15713,-0.9028134243367935,608,1,0,0,0,0,-0.9137147604718155
15714,-0.9239101658485277,608,0,1,0,0,1,-1.0414752581809368
15715,-0.9239101658485277,608,0,1,0,0,1,-1.02996805246396
15716,-0.9239101658485277,608,0,1,0,0,1,-1.0812303495068165
15717,-0.9239101658485277,608,0,1,0,0,1,-1.059615508976235
15718,-1.050490614918933,608,0,1,0,0,0,-1.9193912013660037
15719,-1.050490614918933,608,1,0,0,0,0,-1.8768062493331992
15720,0.5106682569493985,6290,1,0,0,0,0,0.2947449160312313
15721,0.5106682569493985,6290,1,0,0,0,0,0.2907373658268339
15722,0.4262812909024616,6290,0,1,0,0,0,0.17725095547363845
15723,0.5106682569493985,6290,1,0,0,0,0,0.3070208782708788
15724,0.5106682569493985,6290,0,1,0,0,0,0.25487021578467156
15725,0.4262812909024616,6290,1,0,0,0,0,0.18376283089200854
15726,0.4262812909024616,6290,0,1,0,0,0,0.1694699213299794
15727,0.4473780324141958,6291,0,0,0,0,0,0.23308793757113724
15728,0.9115063456723483,6291,0,1,0,0,0,0.9432269183070039
15729,1.5022151080009063,6291,0,0,0,0,1,1.9115126526932518
15730,0.32079758334379044,6291,1,0,0,0,0,0.14004210464486125
15731,1.5022151080009063,6291,0,0,0,0,1,2.5265607479586003
15732,0.6583454475315381,6291,1,0,1,0,0,0.4923841775153232
15733,0.8693128626488799,6292,1,0,0,0,0,1.0144754799072584
15734,0.48957151543766425,6294,0,0,0,0,0,0.2732097792452963
15735,1.1013770192779564,6294,0,0,0,0,1,1.400919147389456
15736,0.4473780324141958,6295,1,0,0,0,0,0.23903318041576366
15737,0.4473780324141958,6295,1,0,0,0,0,0.2633454949602198
15738,0.4473780324141958,6295,1,0,0,0,0,0.23029307954031109
15739,0.4473780324141958,6295,1,0,0,0,0,0.22881465669713041
15740,0.4262812909024616,6296,0,0,0,0,0,0.24437744851616722
15741,0.5528617399728669,6296,0,1,0,0,0,0.4574028559763525
15742,0.4262812909024616,6296,0,0,0,0,0,0.18928458880086063
15743,0.4262812909024616,6296,0,1,0,0,0,0.26172406423638156
15744,0.4262812909024616,6296,0,1,0,0,0,0.23212320079826032
15745,0.4262812909024616,6296,0,0,0,0,0,0.17853352377350193
15746,0.8693128626488799,6299,0,0,0,0,0,0.963701805768014
15747,0.48957151543766425,6299,1,0,0,0,0,0.2851970511558496
15748,1.5655053325361088,6299,1,0,0,1,0,3.227282381049755
15749,0.9536998286958168,6300,0,1,0,0,1,1.1362706680163126
15750,0.9536998286958168,6300,0,1,0,0,0,1.067948889437554
15751,1.1013770192779564,6300,0,0,0,0,1,1.6314593793806529
15752,1.481118366489172,6300,0,0,1,0,1,2.2383684018978416
15753,1.0380867947427537,6300,1,0,0,0,1,1.4094357719445305
15754,0.7427324135784745,6300,1,0,0,0,0,0.632186129950349
15755,0.7427324135784745,6300,1,0,0,0,0,0.7151703099780916
15756,1.481118366489172,6300,0,1,0,1,0,2.427550081745995
15757,1.481118366489172,6300,0,0,1,0,1,2.0691862820440137
15758,0.9536998286958168,6300,1,0,0,0,1,1.2332445080965122
15759,0.46847477392593007,6301,0,1,0,0,0,0.26215103911302773
15760,0.46847477392593007,6301,0,0,0,0,0,0.2377964631663024
15761,0.7638291550902088,6301,0,0,0,0,0,0.7092530448533997
15762,0.8693128626488799,6302,1,0,0,0,0,0.8658713437944537
15763,1.059183536254488,6302,0,0,0,0,0,1.2857723828845413
15764,0.21531387578511957,6302,1,0,0,0,0,0.07483648584890953
15765,0.8482161211371456,6303,1,0,0,0,0,0.8771715243888313
15766,0.4262812909024616,6303,0,1,0,0,0,0.16202946980780583
15767,1.1435705023014249,6303,1,0,0,1,0,1.7387493399351777
15768,0.8060226381136772,6304,1,0,0,0,0,0.7604118338911856
15769,0.46847477392593007,6306,1,0,0,0,0,0.286107381281769
15770,1.481118366489172,6306,0,0,0,0,1,2.553039831614477
15771,1.6076988155595773,6306,0,1,0,0,1,3.126878527591285
15772,1.059183536254488,6307,0,0,0,0,0,1.2777799049231693
15773,0.48957151543766425,6307,0,1,0,0,0,0.26958985753396325
15774,1.0169900532310194,6308,1,0,0,0,0,1.3615474611626903
15775,0.6794421890432724,6309,1,0,0,0,0,0.5803891577935342
15776,0.4473780324141958,6310,0,0,1,0,0,0.2404930038752384
15777,0.6583454475315381,6311,0,0,0,0,0,0.4750842228147096
15778,2.1773108363764013,6313,0,1,0,1,0,6.317277210869302
15779,0.7427324135784745,6313,1,0,0,0,0,0.7192260381255644
15780,0.4262812909024616,6315,0,0,1,0,0,0.15833789181305222
15781,2.5570521835876163,6315,0,0,0,1,0,6.0812592245729356
15782,0.4262812909024616,6315,0,0,1,0,0,0.16536528571368575
15783,1.3756346589305009,6316,0,0,0,0,0,2.2482288524311462
15784,0.5317649984611327,6316,1,0,1,0,0,0.4518025874000018
15785,1.1224737607896906,6316,0,1,0,0,0,1.505623034094417
15786,0.6794421890432724,6317,1,0,0,0,0,0.6612109475581435
15787,0.46847477392593007,6317,1,0,0,0,0,0.24863006134435675
15788,0.9747965702075511,6318,0,0,0,0,0,1.2365734596609455
15789,0.4262812909024616,6319,0,0,0,0,0,0.22844916481478592
15790,0.5950552229963354,6319,0,0,0,0,0,0.4078991807125959
15791,0.9326030871840826,6319,0,1,0,0,0,1.1558926710092088
15792,0.9747965702075511,6320,0,0,0,0,0,1.150767116073253
15793,1.8819564552121217,6320,0,1,0,1,0,4.471108401489616
15794,1.9241499382355902,6320,1,0,0,0,0,4.496812177763246
15795,0.7216356720667403,6320,0,1,0,0,0,0.7261500920858441
15796,1.0380867947427537,6321,0,1,0,0,0,1.455232654955678
15797,1.0380867947427537,6321,1,0,0,0,1,1.3910532385732524
15798,0.784925896601943,6321,1,0,0,0,0,0.7232459896601046
15799,0.6794421890432724,6322,1,0,0,0,0,0.49153160316838496
15800,1.0802802777662222,6323,0,1,0,0,0,1.404857802926925
15801,0.8904096041606141,6323,0,0,0,0,0,0.8830552450459896
15802,0.8904096041606141,6323,0,0,0,0,0,0.9041869298219446
15803,0.8693128626488799,6324,0,0,1,0,0,0.8953824584537617
15804,0.784925896601943,6324,1,0,0,0,0,0.746494325281952
15805,0.5739584814846012,6324,1,0,0,0,0,0.4035059414694044
15806,0.4262812909024616,6324,1,0,1,0,0,0.20369106537305204
15807,0.8482161211371456,6324,1,0,0,0,0,0.9033026847240587
15808,0.5528617399728669,6325,0,1,0,0,0,0.43370621671690884
15809,0.5528617399728669,6325,0,0,0,0,0,0.3207528876072759
15810,0.4473780324141958,6326,0,0,0,0,0,0.24284236826627842
15811,1.059183536254488,6327,0,0,0,0,1,1.520313814980759
15812,0.9326030871840826,6327,0,1,0,0,0,1.257914375830598
15813,1.0380867947427537,6327,1,0,0,0,0,1.3764281870276178
15814,0.48957151543766425,6327,0,1,0,0,0,0.22192531279514624
15815,2.831309823240162,6328,0,0,0,1,0,9.604557088538657
15816,0.8060226381136772,6328,1,0,1,0,1,0.9395660706960413
15817,0.4262812909024616,6328,0,0,0,0,0,0.14460664467272563
15818,0.4262812909024616,6328,0,1,0,0,0,0.1768331891605571
15819,0.4262812909024616,6328,1,0,0,0,0,0.27120106013115225
15820,0.4262812909024616,6328,0,1,0,0,0,0.15749453351036136
15821,0.4473780324141958,6330,0,1,0,0,0,0.23174850667360872
15822,0.4473780324141958,6330,0,0,0,0,0,0.22253050707440922
15823,0.9747965702075511,6332,1,0,0,0,0,1.1316747578325823
15824,0.4473780324141958,6332,0,0,0,0,0,0.26449515722740585
15825,0.46847477392593007,6333,0,1,0,0,0,0.26016604175952707
15826,0.8482161211371456,6333,0,1,0,0,0,0.738844706819065
15827,0.46847477392593007,6333,1,0,0,0,0,0.3033442406258317
15828,0.5106682569493985,6334,0,0,0,0,0,0.34802381777693747
15829,0.8904096041606141,6334,0,0,0,0,0,1.022117628686411
15830,1.059183536254488,6334,0,1,0,0,0,1.4717179493896881
15831,1.059183536254488,6334,1,0,0,0,0,1.5094630188199694
15832,0.4473780324141958,6335,0,1,0,0,0,0.17261891551381642
15833,0.8271193796254115,6335,1,0,0,0,0,0.8459981269785882
15834,0.4473780324141958,6335,0,0,1,0,0,0.15267039972131163
15835,0.4473780324141958,6335,0,1,1,0,0,0.18084059286501797
15836,0.4473780324141958,6335,0,1,1,0,0,0.2603115332600994
15837,0.4473780324141958,6335,0,1,1,0,0,0.28894269476337686
15838,0.4473780324141958,6335,0,0,1,0,0,0.1392756769219974
15839,0.4473780324141958,6335,0,1,0,0,0,0.18553178377235083
15840,0.784925896601943,6336,0,0,0,0,0,0.7465623518422829
15841,1.0802802777662222,6337,1,0,0,0,0,1.4629557199353935
15842,1.2068607268366276,6337,0,1,0,0,0,1.9886243445077298
15843,1.0802802777662222,6338,1,0,0,0,0,1.3126465767159
15844,0.02544320217951176,6338,1,0,0,0,0,0.014002552792983309
15845,1.2068607268366276,6339,1,0,0,0,0,1.9877255996569108
15846,0.4262812909024616,6340,0,0,0,0,0,0.23199080817460724
15847,0.4473780324141958,6340,1,0,0,0,0,0.20112538456691445
15848,0.46847477392593007,6340,1,0,0,0,0,0.2622247050756667
15849,1.481118366489172,6340,0,0,0,0,0,2.0363760984399546
15850,1.1646672438131591,6340,0,1,0,0,0,1.5577511240117377
15851,0.5106682569493985,6342,1,0,0,0,0,0.3156271102018643
15852,0.5106682569493985,6342,0,0,0,0,0,0.3381015719748791
15853,0.46847477392593007,6342,1,0,1,0,0,0.25492401174148493
15854,1.5022151080009063,6342,0,1,1,0,1,2.5912429968655326
15855,1.5022151080009063,6342,0,1,0,0,0,2.908512589875872
15856,1.2068607268366276,6343,1,0,0,0,0,1.8031153005654217
15857,0.8904096041606141,6343,1,0,1,0,1,0.9777306611493531
15858,0.8482161211371456,6344,0,0,0,0,1,0.7561840088518912
15859,0.48957151543766425,6344,0,1,1,0,0,0.31068900389648607
15860,0.6372487060198039,6344,1,0,0,0,0,0.5055011947765744
15861,2.5359554420758825,6344,0,1,0,1,0,8.150289656710884
15862,0.8482161211371456,6344,0,0,0,0,1,0.6976880063336589
15863,0.4473780324141958,6346,1,0,1,0,0,0.2672556069688353
15864,0.4473780324141958,6346,1,0,1,0,0,0.2634733223500016
15865,2.578148925099351,6346,0,0,0,1,0,7.75152091720521
15866,2.578148925099351,6346,0,0,0,1,0,7.873013977701291
15867,0.7216356720667403,6346,1,0,0,0,1,0.609837271171167
15868,0.8693128626488799,6347,1,0,0,0,1,0.886501340837221
15869,0.4262812909024616,6349,1,0,0,0,0,0.19939283965368007
15870,0.4262812909024616,6349,1,0,0,0,0,0.22825822642852137
15871,0.4262812909024616,6349,0,0,0,0,0,0.1833362242073489
15872,0.9747965702075511,6350,0,1,0,0,0,1.2076189004246172
15873,0.9747965702075511,6350,0,1,0,0,1,1.0822599097744494
15874,0.8482161211371456,6350,0,0,0,0,0,0.7923386819728608
15875,1.7342792646299827,6350,0,1,0,0,1,3.709786356582199
15876,1.2701509513718297,6350,1,0,0,0,0,2.0158786390498946
15877,0.5317649984611327,6350,1,0,0,0,0,0.34521366202453013
15878,0.9747965702075511,6350,1,0,0,0,0,1.280151349307067
15879,0.8904096041606141,6351,0,1,1,0,1,0.8800765593227712
15880,0.4262812909024616,6352,0,0,0,0,0,0.16481423867765924
15881,0.6372487060198039,6352,0,0,0,0,0,0.5892096476051554
15882,0.4262812909024616,6352,0,0,0,0,0,0.20049831016866626
15883,0.4262812909024616,6352,0,1,0,0,0,0.19053715492115214
15884,0.4262812909024616,6352,0,1,0,0,0,0.16546998205104016
15885,0.46847477392593007,6352,1,0,0,0,0,0.25853752542725633
15886,0.9536998286958168,6352,1,0,0,0,0,1.2880423320565166
15887,0.5528617399728669,6352,0,1,0,0,0,0.4031616176152431
15888,0.4473780324141958,6353,0,0,0,0,0,0.17041423915403542
15889,0.4473780324141958,6353,0,1,0,0,0,0.22557648953522744
15890,0.4473780324141958,6353,0,0,0,0,0,0.162956335858633
15891,0.4473780324141958,6353,0,1,0,0,0,0.2346793867472413
15892,0.4473780324141958,6353,1,0,0,0,0,0.2417883357210441
15893,0.4473780324141958,6354,0,0,0,0,0,0.18262917462034559
15894,0.9326030871840826,6354,0,0,0,0,1,1.1521945884122344
15895,0.8904096041606141,6354,0,1,0,0,0,0.9394932721326756
15896,0.8904096041606141,6354,0,1,0,0,0,1.0078139635478092
15897,0.8904096041606141,6354,0,1,0,0,0,0.997444511543396
15898,0.5739584814846012,6355,0,1,0,0,0,0.4193661818763435
15899,0.5739584814846012,6355,0,0,0,0,0,0.39615153910112694
15900,0.5739584814846012,6355,1,0,0,0,0,0.38278841007310527
15901,0.5739584814846012,6355,0,0,0,0,0,0.49152774607596483
15902,0.5739584814846012,6355,0,0,0,0,0,0.3739104801780352
15903,0.46847477392593007,6356,1,0,0,0,0,0.2889070243574875
15904,1.0380867947427537,6356,0,1,0,0,0,1.3172230517931418
15905,2.8524065647518957,6357,0,1,0,1,0,11.273418842731386
15906,0.4262812909024616,6359,0,1,1,0,0,0.16957182929329492
15907,0.257507358808588,6360,1,0,0,0,0,0.1029547457515491
15908,0.5106682569493985,6360,0,0,0,0,0,0.2620619526544891
15909,0.5106682569493985,6360,0,1,0,0,0,0.42446705075367114
15910,0.5106682569493985,6361,0,0,0,0,0,0.2876187557356869
15911,1.5444085910243748,6361,0,0,0,1,0,3.078169061663064
15912,0.9747965702075511,6362,1,0,0,0,1,1.210812515236021
15913,0.8271193796254115,6363,0,1,0,0,0,0.8908657125239459
15914,0.5528617399728669,6363,1,0,0,0,0,0.4039851332772709
15915,1.481118366489172,6364,0,0,0,0,1,2.6963087883309065
15916,0.46847477392593007,6366,0,0,1,0,0,0.21408085411230393
15917,1.2490542098600954,6366,1,0,0,0,0,2.116173877208715
15918,0.4473780324141958,6366,0,0,0,0,0,0.11728462547588016
15919,0.7638291550902088,6366,0,1,1,0,0,0.5348916438622024
15920,0.4473780324141958,6366,0,0,0,0,0,0.17223642710636555
15921,1.5233118495126405,6367,0,1,0,0,0,2.8835587892458383
15922,0.4473780324141958,6368,0,0,0,0,0,0.23852101533527925
15923,1.5444085910243748,6368,0,0,0,0,1,2.762212945412663
15924,1.0802802777662222,6368,0,1,0,0,0,1.2278125504764112
15925,0.5106682569493985,6368,1,0,0,0,0,0.35485971724779053
15926,0.5106682569493985,6368,1,0,0,0,0,0.3593057977486541
15927,0.784925896601943,6368,1,0,0,0,0,0.7819964424233177
15928,0.6372487060198039,6369,0,0,0,0,0,0.4880942927324358
15929,1.2279574683483612,6369,0,0,0,0,1,1.8080490836926155
15930,0.4262812909024616,6369,0,0,0,0,0,0.14242045818820084
15931,0.4473780324141958,6371,0,1,0,0,0,0.2359093932646501
15932,0.4473780324141958,6371,0,0,0,0,0,0.1657192425968754
15933,0.9536998286958168,6371,1,0,0,0,1,1.2207483297011048
15934,0.8904096041606141,6372,1,0,0,0,1,1.034116159554893
15935,1.0380867947427537,6372,1,0,0,0,0,1.404567625515957
15936,0.5317649984611327,6373,0,0,0,0,0,0.29456677545050386
15937,0.8482161211371456,6373,0,0,1,0,0,0.7658317516830432
15938,1.5655053325361088,6375,0,0,0,0,1,2.6182529732985564
15939,0.4262812909024616,6377,0,0,1,0,0,0.1656673941518361
15940,2.599245666611085,6377,0,0,0,1,0,7.5132580530346935
15941,2.599245666611085,6377,0,1,0,1,0,8.57379322769173
15942,0.4262812909024616,6377,1,0,0,0,0,0.20424385768564177
15943,1.8186662306769192,6377,1,0,0,0,1,4.629530303237277
15944,0.9326030871840826,6377,0,1,1,0,1,1.128209429966591
15945,0.4262812909024616,6377,1,0,0,0,0,0.2056832993735222
15946,0.4262812909024616,6377,0,1,0,0,0,0.20434095180106246
15947,0.8060226381136772,6378,1,0,0,0,0,1.009108067107407
15948,0.700538930555006,6379,0,1,0,0,0,0.5647926099777385
15949,0.8482161211371456,6380,1,0,0,0,0,0.8803698939167092
15950,0.9326030871840826,6381,1,0,0,0,0,1.2448096542728537
15951,0.7216356720667403,6381,0,0,0,0,0,-128.63609569271136
15952,0.4262812909024616,6382,0,0,0,0,0,0.1725423481150754
15953,0.9326030871840826,6383,0,1,0,0,0,1.1028302930867377
15954,0.9958933117192852,6383,1,0,1,0,1,1.5658183138637412
15955,1.5022151080009063,6384,1,0,0,0,1,3.0159621270255417
15956,0.4262812909024616,6386,0,0,0,0,0,0.15227988859269923
15957,1.396731400442235,6387,0,1,0,0,1,2.7188464970203534
15958,0.8904096041606141,6387,0,1,0,0,0,0.9259159441588366
15959,0.6372487060198039,6387,0,1,0,0,0,0.4885211841671779
15960,0.6372487060198039,6387,1,0,0,0,0,0.4943571003672359
15961,0.8904096041606141,6387,0,0,0,0,0,0.8675795654598389
15962,0.6161519645080696,6388,0,0,0,0,0,0.5326240785120282
15963,0.8904096041606141,6388,1,0,0,0,0,0.9635427950366584
15964,0.4262812909024616,6389,0,0,0,0,0,0.19752129508325128
15965,0.9115063456723483,6389,1,0,0,0,0,1.0679416589351367
15966,0.4262812909024616,6389,0,0,0,0,0,0.16464118325882
15967,0.4262812909024616,6389,0,0,0,0,0,0.12490939621464643
15968,1.1224737607896906,6390,0,1,0,0,0,1.798177498022342
15969,0.4473780324141958,6391,0,0,0,0,0,0.13064301789652416
15970,0.700538930555006,6391,1,0,0,0,0,0.6686792056271695
15971,0.46847477392593007,6393,1,0,0,0,0,0.38595516707566163
15972,1.5022151080009063,6393,0,1,0,0,1,2.864213751321244
15973,1.5022151080009063,6394,0,0,0,0,0,2.4411157236647454
15974,1.1646672438131591,6396,1,0,0,0,0,1.6325450014955887
15975,0.9958933117192852,6396,1,0,0,0,0,1.1271139353257027
15976,0.46847477392593007,6397,0,0,1,0,0,0.25993039099484216
15977,1.1857639853248934,6397,0,0,1,0,1,1.60287982330758
15978,1.903053196723856,6397,1,0,0,1,0,4.793312998763382
15979,0.8482161211371456,6397,0,1,1,0,1,0.915967156550642
15980,0.4262812909024616,6397,0,0,0,0,0,0.1449605799033969
15981,0.46847477392593007,6397,0,1,1,0,0,0.24155754033749935
15982,0.8693128626488799,6397,0,0,0,0,0,0.7148829118270151
15983,0.46847477392593007,6397,0,0,0,0,0,0.21438058791210288
15984,0.46847477392593007,6397,0,1,0,0,0,0.2887214703765755
15985,0.8904096041606141,6398,1,0,0,0,1,1.0504599410780235
15986,0.8904096041606141,6398,1,0,0,0,0,0.8998939029442117
15987,0.4473780324141958,6399,0,0,1,0,0,0.2105426110126816
15988,0.4473780324141958,6399,0,0,1,0,0,0.1728151688246004
15989,0.4473780324141958,6399,0,0,1,0,0,0.2170456749936644
15990,0.4473780324141958,6399,0,0,1,0,0,0.24943071778340667
15991,0.4473780324141958,6399,0,0,1,0,0,0.19028671190449248
15992,0.9536998286958168,6399,0,0,0,0,1,1.1978625183801903
15993,0.5528617399728669,6399,1,0,0,0,0,0.36664808540154536
15994,0.08873342671471421,6399,1,0,0,0,0,0.026112179591819253
15995,0.5528617399728669,6399,0,1,0,0,0,0.37768240061945485
15996,0.4262812909024616,6400,0,1,1,0,0,0.17048322568763227
15997,1.1646672438131591,6400,0,1,0,0,1,1.9589048920878094
15998,0.8904096041606141,6401,1,0,0,0,1,0.973348266207823
15999,1.2068607268366276,6401,1,0,0,0,1,1.834149162433323
16000,1.6287955570713115,6401,0,1,0,0,1,3.2414004333243067
16001,0.9958933117192852,6401,1,0,0,0,0,1.176749012934743
16002,1.4178281419539693,6403,0,1,0,0,1,2.6277270442015483
16003,0.5317649984611327,6403,1,0,0,0,0,0.4263938742432705
16004,0.9958933117192852,6403,1,0,0,0,1,1.2207741636972305
16005,0.8904096041606141,6403,0,1,1,0,0,1.040188503153042
16006,0.9115063456723483,6403,1,0,1,0,1,1.209427714942347
16007,0.5106682569493985,6405,0,0,0,0,0,0.37579857615969964
16008,0.784925896601943,6405,1,0,0,0,0,0.7291184018542521
16009,1.059183536254488,6405,0,1,0,0,0,1.1611521100302393
16010,1.1224737607896906,6405,0,1,0,0,1,1.9163100055524933
16011,0.4473780324141958,6406,0,0,0,0,0,0.24166181070357465
16012,0.4473780324141958,6406,0,0,0,0,0,0.2283258117674481
16013,0.9115063456723483,6406,1,0,0,0,0,1.101140378152799
